PC1,PC2,PC3
-4.8673836940372155,-0.22602422827873406,-0.22000643683777646
-4.347232987971585,-0.2667198964748805,-0.4745345177328278
-5.118245766850691,-0.20786702906751747,0.4621539589753208
-4.836264847027184,-0.21838542297840383,0.577474872361885
-4.988294635605268,-0.18931011139211446,0.5410769802173782
-4.977946354625911,-0.25759078438335575,-0.3947366519927989
-4.57623869088028,-0.17480238872659606,-0.4198801263371753
-4.974831492505222,-0.12424354940644826,-0.2858956706780251
-3.410671414821614,-0.4910619007262595,-0.7518688903706073
-1.8535822668094637,-0.7412157107474541,-2.2413872822713277
-1.3890012140578365,-0.9008259667941694,-2.527312460452296
0.36481742544130424,1.982397395414023,-2.259208050676939
0.9952095290454611,1.3587678994342052,-1.997177230541292
0.9155608466243437,1.5607986879175288,-1.875820524398046
0.8019360073665055,0.8808843199002376,-1.9786328509003008
0.33370707958916807,0.240751229016211,-1.4019958692880838
0.566344606474462,1.8942407472569371,-0.5932480601163567
-0.5526888880259582,1.4956472063319872,0.35249111611220113
-0.9816606991821284,-1.1580891695332214,0.5213384855546067
-2.8532861089665182,0.7469444650926995,2.2094196427632125
-2.174164799469471,0.5702946642328769,1.7392254466395334
-3.313172971551746,-0.6732869861691547,1.601598354737789
-2.8391688276526366,-0.7043558827850015,0.510344522624294
-3.6751324915196437,0.9814836228342124,0.6372698446138426
-4.54519141899635,-0.36008816903337243,7.32048294919141e-05
-6.383980929901025,0.24625560398392343,-0.8559317241884302
-6.253594956859268,0.15056770773573103,-0.3458850251146767
-6.846618040680034,0.34377628853044645,-0.6344307320784847
-6.213671456287111,0.2953567675984709,-1.327305920408455
-5.258037332948069,-0.08267064442591103,-0.3687586294083509
-4.077565513917331,-0.23040769090164295,-0.7328654510587809
-3.9914430078952727,-0.39501866334912766,-0.5053520563263211
-2.2994418220481494,-0.6013601888739352,-1.9802673814069436
-0.2926059980021169,-1.034630383867822,-3.0820125610601496
0.5832660145289806,-1.1972529991416907,-3.3495737204277267
1.5257720471280203,-1.5534108552653219,-2.8014430939007915
2.8256872840385454,-1.8029218114696535,-2.5937125690681553
2.824756771776245,-1.8292512295611105,-2.6202645785310468
3.6688040395002592,1.4041920637927898,-1.7730299706288213
3.291257343476943,1.257561658600644,-1.3624356898056873
2.3380905117453863,1.112454319835882,-0.7665260265114432
0.5303514893791633,-1.4913283969320792,0.22661344616924917
