Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,Richmond Street Inbound,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist South
-1.3067287416349254,-1.101538869856015,-1.4717879763938235,-0.9345619850940973,-0.7401943115055654,-1.0637508107356235,-1.583423735987733,-1.583423735987733,-0.9187342050983633,-0.9187342050983633,-1.1831256476724725,-1.0915354084309998,-1.0593367396248952,-1.5095623357802028,-1.5062308238534676,-0.9955384177375668,-0.989611221743679
-0.647469321167633,-0.4875141148985277,-0.7823936761714757,-1.2742855059520677,-0.9133982692103946,-1.6996066779127492,-0.578595161795098,-0.578595161795098,-0.9187342050983633,-0.9187342050983633,-1.1394118195304388,-0.8479151907960925,-1.2481459476587113,-1.7997885482805327,-1.7975649871637955,-1.1560123527647759,-1.1503595826275086
-1.6160336932397326,-1.530764558708392,-1.4717879763938235,-1.2742855059520677,-1.5224606597110355,-1.0637508107356235,-1.107855562009501,-1.107855562009501,-0.9187342050983633,-0.9187342050983633,-1.3324796077747043,-1.3084758510222232,-1.1471756158231943,-1.4095443922704298,-1.4059009557816673,-0.9250866683796432,-0.9190539282035107
-1.3067287416349254,-1.101538869856015,-1.4717879763938235,-1.7290249786089082,-1.5224606597110355,-1.6996066779127492,-0.578595161795098,-0.578595161795098,-0.9187342050983633,-0.9187342050983633,-1.1831256476724725,-1.0020180100534706,-1.1471756158231943,-1.323476236399385,-1.4059009557816673,-0.9955384177375668,-0.989611221743679
-1.6160336932397326,-1.530764558708392,-1.4717879763938235,-1.4532485537205058,-1.5224606597110355,-1.3075860570502338,-0.8051498498383094,-0.8051498498383094,-0.9187342050983633,-0.9187342050983633,-0.9859491182826684,-0.6044564506935078,-1.2481459476587113,-1.323476236399385,-1.3195877153903424,-1.3551206596675922,-1.3498781458708098
-0.9591786932009455,-1.101538869856015,-0.7823936761714757,-1.0282971604540938,-1.1475835027286183,-0.8839039554727449,-1.583423735987733,-1.583423735987733,-0.9187342050983633,-0.9187342050983633,-1.6893202931471385,-1.4457933028424546,-1.7109024261904207,-1.4095443922704298,-1.4059009557816673,-0.9250866683796432,-0.9190539282035107
-1.3067287416349254,-1.101538869856015,-1.4717879763938235,-0.9345619850940973,-0.7401943115055654,-1.0637508107356235,-1.107855562009501,-1.107855562009501,-0.9187342050983633,-0.9187342050983633,-1.0980931015509476,-1.0020180100534706,-0.9813689127209384,-1.11445283952911,-1.1100476135048465,-1.4779002453260697,-1.4729520377813112
-1.3067287416349254,-1.530764558708392,-1.0437028905453625,-1.138691458648693,-1.1475835027286183,-1.0637508107356235,-1.583423735987733,-1.583423735987733,-0.9187342050983633,-0.9187342050983633,-0.8281788261130177,-1.1924325688954607,-0.4680018983255557,-1.5095623357802028,-1.5062308238534676,-1.3551206596675922,-1.3498781458708098
-0.647469321167633,-0.8366129292908032,-0.44124773601224115,-0.4989453127554443,-0.9133982692103946,-0.2034057385603779,-1.107855562009501,-1.107855562009501,-0.9187342050983633,-0.9187342050983633,-0.8281788261130177,-1.0020180100534706,-0.5470182950820277,-1.11445283952911,-1.1100476135048465,-0.9955384177375668,-1.0662483326038397
0.38647772910043554,0.21428249907042513,0.5928568892653664,0.20193705450139499,0.13713852439428592,0.34372432757476884,-1.107855562009501,-1.107855562009501,-0.9187342050983633,-0.9187342050983633,-0.8574017742242562,-1.0020180100534706,-0.5896501761234947,-0.6832900969354005,-0.6781054793065167,-1.0720506991946643,-1.0662483326038397
